shared_material_path_id,font_key,bundle,material_name,property_type,property_name,value,scale,offset
-3548449482811076398,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.1_0.1.assetbundle,EPM_hei_0.1_0.1,float,_WeightNormal,0.0,,
-3548449482811076398,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.1_0.1.assetbundle,EPM_hei_0.1_0.1,color,_ClipRect,"-32767.0,-32767.0,32767.0,32767.0",,
-3548449482811076398,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.1_0.1.assetbundle,EPM_hei_0.1_0.1,color,_EnvMatrixRotation,"0.0,0.0,0.0,0.0",,
-3548449482811076398,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.1_0.1.assetbundle,EPM_hei_0.1_0.1,color,_FaceColor,"1.0,1.0,1.0,1.0",,
-3548449482811076398,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.1_0.1.assetbundle,EPM_hei_0.1_0.1,color,_GlowColor,"0.0,1.0,0.0,0.5",,
-3548449482811076398,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.1_0.1.assetbundle,EPM_hei_0.1_0.1,color,_MaskCoord,"0.0,0.0,32767.0,32767.0",,
-3548449482811076398,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.1_0.1.assetbundle,EPM_hei_0.1_0.1,color,_OutlineColor,"0.0,0.0,0.0,1.0",,
-3548449482811076398,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.1_0.1.assetbundle,EPM_hei_0.1_0.1,color,_ReflectFaceColor,"0.0,0.0,0.0,1.0",,
-3548449482811076398,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.1_0.1.assetbundle,EPM_hei_0.1_0.1,color,_ReflectOutlineColor,"0.0,0.0,0.0,1.0",,
-3548449482811076398,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.1_0.1.assetbundle,EPM_hei_0.1_0.1,color,_SpecularColor,"1.0,1.0,1.0,1.0",,
-3548449482811076398,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.1_0.1.assetbundle,EPM_hei_0.1_0.1,color,_UnderlayColor,"0.0,0.0,0.0,0.5",,
5325321661327454409,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.2_0.2.assetbundle,EPM_hei_0.2_0.2,texture,_BumpMap,0,"1.0,1.0","0.0,0.0"
5325321661327454409,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.2_0.2.assetbundle,EPM_hei_0.2_0.2,texture,_Cube,0,"1.0,1.0","0.0,0.0"
5325321661327454409,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.2_0.2.assetbundle,EPM_hei_0.2_0.2,texture,_FaceTex,0,"1.0,1.0","0.0,0.0"
