font_key,bundle,font_path_id,glyph_index,width,height,bearing_x,bearing_y,advance,rect_x,rect_y,rect_width,rect_height,scale,atlas_index
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1409,38.390625,37.109375,0.5625,30.796875,44.0,1176,294,39,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1427,37.640625,37.203125,1.078125,30.796875,44.0,1692,352,38,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1429,38.390625,37.203125,0.5625,30.796875,44.0,10,573,39,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1431,38.15625,37.203125,0.5625,30.796875,44.0,831,354,39,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1438,38.8125,31.921875,2.59375,29.203125,44.0,340,513,40,33,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1441,38.8125,36.515625,2.59375,30.203125,44.0,1564,181,40,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1466,38.8125,35.96875,2.59375,29.5625,44.0,421,114,40,37,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1489,38.8125,31.921875,2.59375,29.203125,44.0,1029,352,40,33,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1491,38.8125,36.40625,2.59375,30.0,44.0,1593,460,40,37,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1498,38.8125,36.3125,2.59375,30.0,44.0,1819,68,40,37,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1504,38.359375,37.203125,0.359375,30.796875,44.0,1993,517,39,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1509,38.15625,37.203125,0.5625,30.796875,44.0,10,516,39,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1514,41.84375,37.203125,1.203125,30.796875,44.0,1328,181,43,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1517,41.84375,37.203125,1.203125,30.796875,44.0,1457,68,43,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1518,41.84375,37.109375,1.203125,30.796875,44.0,995,404,43,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1519,41.84375,37.109375,1.203125,30.796875,44.0,1448,239,43,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1528,41.84375,37.640625,1.203125,30.796875,44.0,1682,232,43,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1532,38.71875,37.203125,1.203125,30.796875,44.0,914,63,39,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1542,36.5625,37.203125,2.15625,30.796875,44.0,1419,355,37,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1556,38.71875,37.203125,1.203125,30.796875,44.0,478,180,39,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1572,38.8125,31.28125,2.59375,28.5625,44.0,10,10,40,32,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1582,38.8125,35.875,2.59375,29.5625,44.0,305,10,40,37,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1597,38.8125,35.96875,2.59375,29.5625,44.0,1811,405,40,37,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1620,38.8125,31.28125,2.59375,28.5625,44.0,296,345,40,32,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1621,38.8125,35.875,2.59375,29.5625,44.0,817,125,40,37,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1622,38.8125,35.96875,2.59375,29.5625,44.0,1293,353,40,37,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1629,38.8125,35.875,2.59375,29.5625,44.0,1701,10,40,37,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1631,36.5625,37.203125,2.15625,30.796875,44.0,189,125,37,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1728,41.84375,37.203125,1.203125,30.796875,44.0,357,342,43,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1730,41.84375,37.203125,1.203125,30.796875,44.0,1749,353,43,38,1.0,0
