evidence_kind,target,hierarchy_path,path_id,game_object_id,game_object_name,active_self,active_chain,component_path_id,sprite_name,sprite_status,color_a,asset_path,source_path,bundle,line,excerpt,reason
prefab_node,spine_diqiu,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_middle(9056630568254389742)/wanfaWorldNode(-3820167396480157270)/worldwanfaBtn(3512211464843089861)/spine_diqiu(-1766545527926586392),-1766545527926586392,-18476541444226972,spine_diqiu,True,True,,,,,,,download/ui/uiprefabandres/maininterface.assetbundle,,,prefab hierarchy/image state relevant to current black capture
prefab_node,bg_ditu2,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/node_renwu(-4328360473624011333)/btn_renwu_2(-4730123679661778056)/bg_ditu2(-1708687417708810598),-1708687417708810598,-239185381017915766,bg_ditu2,False,False,-1117654985532326827,UI_shilian_diban2,ready,1.0,Assets/RestoredSprites/maininterface/download_commonprefabsandres_uiframe_uiframe_1/fid34_-386543847492548881_UI_shilian_diban2.png,extracted/unity/manual_sprite_reextract/maininterface/download_commonprefabsandres_uiframe_uiframe_1/-386543847492548881_UI_shilian_diban2.png,download/commonprefabsandres/uiframe/uiframe_1.assetbundle,,,prefab hierarchy/image state relevant to current black capture
prefab_node,bg_diban,UI_ImageSet(-6262488668089833764)/pop_Content(-4834805657457863474)/p1(-1890420827167776995)/bg_diban(-7910900462363106885)/zongxiang(-6923339611916587718)/Viewport(-5701156401099451883)/Content(570439501178649495)/bg_diban1(658729594042069867)/bg_diban(-1689930378787102500),-1689930378787102500,-5485710550253417271,bg_diban,True,False,2551370855355982366,BG_tongyong_6,ready,1.0,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_4596258759180079072_BG_tongyong_6.png,extracted/unity/bundles/b_e9b9d84959e15638/images/S/4596258759180079072_BG_tongyong_6.png,download/artsources/uispriteres/uicommonother.assetbundle,,,prefab hierarchy/image state relevant to current black capture
prefab_node,bg_name,UI_MainInterface(5568884429252053541)/left(-7709903567246479490)/liaotian(5395517689795111462)/Viewport(-5811453999897481428)/Content(-2026137088678169135)/heroEvent(-3211237115349120393)/text_youjian(-7575576641053429063)/bg_name(-1650192674068258022),-1650192674068258022,2326349064693320773,bg_name,False,False,1985474686927225153,UI_liaotian_xitongtiao2,ready,1.0,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uiliaotian/fid42_-2512321741831424404_UI_liaotian_xitongtiao2.png,extracted/unity/bundles/b_07e85c1d3bd411ee/images/S/-2512321741831424404_UI_liaotian_xitongtiao2.png,download/artsources/uispriteres/uiliaotian.assetbundle,,,prefab hierarchy/image state relevant to current black capture
prefab_node,bg_dibu,UI_SystemSettings(-6416344286478723216)/bg_dibu(-1630920073273296606),-1630920073273296606,4288917355254089484,bg_dibu,True,True,2254311350653395772,,empty_sprite_ref,0.47843137383461,,,,,,prefab hierarchy/image state relevant to current black capture
prefab_node,test_BG,UI_ImageSet(-6262488668089833764)/test_BG(-1611731198460536756),-1611731198460536756,375909949549776367,test_BG,False,False,54435373627962896,,empty_sprite_ref,1.0,,,,,,prefab hierarchy/image state relevant to current black capture
prefab_node,bg,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/node_renwu(-4328360473624011333)/btn_renwu_2(-4730123679661778056)/bg_ditu2(-1708687417708810598)/btn_lingqu(-7724840300703644562)/bg(-1568283952603119602),-1568283952603119602,-5572058928081997406,bg,True,False,-725326501819767552,btn_zylingqu,ready,1.0,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uimaininterface/fid3_6773407288378370059_btn_zylingqu.png,extracted/unity/bundles/b_3c369578efb6ef62/images/S/6773407288378370059_btn_zylingqu.png,download/artsources/uispriteres/uimaininterface.assetbundle,,,prefab hierarchy/image state relevant to current black capture
prefab_node,bg_dibu,UI_ChangeAccSetSelect(-3363633699452508030)/bg_dibu(-1447686625403127411),-1447686625403127411,-6884280903372111171,bg_dibu,True,True,2202303708120537674,,empty_sprite_ref,0.47843137383461,,,,,,prefab hierarchy/image state relevant to current black capture
prefab_node,bg_ditu,UI_Dock(7409970622389811116)/middle(-8466828004930285515)/gongnengrukou(-5389576201289399819)/bg_gongneng(-2565117311671495054)/toogles(-8086237336721494818)/jiarutishi5(-3779900899960565989)/text_tmp_message2(-3365026156863845046)/bg_ditu(-1419856986872822225),-1419856986872822225,-3064368738488078250,bg_ditu,True,True,5808784627831690867,BG_qipao,ready,1.0,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uimaininterface/fid3_-3583236969578776251_BG_qipao.png,extracted/unity/bundles/b_3c369578efb6ef62/images/S/-3583236969578776251_BG_qipao.png,download/artsources/uispriteres/uimaininterface.assetbundle,,,prefab hierarchy/image state relevant to current black capture
prefab_node,bg,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/node_renwu(-4328360473624011333)/btn_renwu_2(-4730123679661778056)/bg_ditu2(-1708687417708810598)/btn_qianwang(4541500596926227947)/bg(-1250002383509846584),-1250002383509846584,-3093971889231325640,bg,True,False,4102480878712317478,BTN_kaiguan,ready,1.0,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uibutton/fid8_8567226860985364068_BTN_kaiguan.png,extracted/unity/bundles/b_db2d3e832d286f31/images/S/8567226860985364068_BTN_kaiguan.png,download/artsources/uispriteres/uibutton.assetbundle,,,prefab hierarchy/image state relevant to current black capture
