font_key,bundle,font_path_id,unicode,unicode_hex,char,glyph_index,scale,element_type
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,46993,U+B791,랑,1736,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,47000,U+B798,래,1740,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,47112,U+B808,레,1764,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,47140,U+B824,려,1772,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,47161,U+B839,령,1780,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,47196,U+B85C,로,1785,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,47308,U+B8CC,료,1804,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,47484,U+B97C,를,1839,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,47492,U+B984,름,1840,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,47532,U+B9AC,리,1847,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,47560,U+B9C8,마,1855,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,47564,U+B9CC,만,1857,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,47566,U+B9CE,많,1858,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,47588,U+B9E4,매,1870,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,47592,U+B9E8,맨,1872,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,47609,U+B9F9,맹,1878,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,47732,U+BA74,면,1906,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,47749,U+BA85,명,1910,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,47784,U+BAA8,모,1913,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,47785,U+BAA9,목,1914,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,47805,U+BABD,몽,1922,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,47924,U+BB34,무,1938,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,47928,U+BB38,문,1941,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,47932,U+BB3C,물,1943,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,48120,U+BBF8,미,1971,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,48148,U+BC14,바,1984,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,48152,U+BC18,반,1988,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,48155,U+BC1B,받,1989,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,48156,U+BC1C,발,1990,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,48169,U+BC29,방,1997,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,48176,U+BC30,배,1999,1.0,1
