bundle,size,sha256,versionfile_res_offset,first_unityfs_offset,used_offset,is_prefix_obfuscated,clean_slice,status,object_count,type_counts
download/artsources/uispriteres/uibutton.assetbundle,1172087,4ab77a5310654f02d9e5c04d75fd89015d7996429d8b5eab1c5935a2ac107043,0,2453,2453,True,extracted/unity/clean_unityfs_slices/download/artsources/uispriteres/uibutton.assetbundle,ok,189,"{""Sprite"": 186, ""Texture2D"": 1, ""AssetBundle"": 1, ""SpriteAtlas"": 1}"
download/artsources/uispriteres/uicommonother.assetbundle,2963384,1caefd7c9759369a6c38ecb10c2949fb562125d4db55dff61a9e6b05edef3a5d,0,2454,2454,True,extracted/unity/clean_unityfs_slices/download/artsources/uispriteres/uicommonother.assetbundle,ok,550,"{""Sprite"": 545, ""Texture2D"": 3, ""AssetBundle"": 1, ""SpriteAtlas"": 1}"
download/artsources/uispriteres/uimaininterface.assetbundle,1181919,fe95f7862ede4a0b296459025a84cdaeb7b4f7301982a8df745d404293c6e34d,0,3816,3816,True,extracted/unity/clean_unityfs_slices/download/artsources/uispriteres/uimaininterface.assetbundle,ok,145,"{""Sprite"": 142, ""SpriteAtlas"": 1, ""AssetBundle"": 1, ""Texture2D"": 1}"
download/artsources/uispriteres/uimaininterface2.assetbundle,404148,81e96d999dc6990ec8b56ba328472bfa8b30c1513938ef25a42a4ebd40f0bcaa,0,1365,1365,True,extracted/unity/clean_unityfs_slices/download/artsources/uispriteres/uimaininterface2.assetbundle,ok,73,"{""Sprite"": 70, ""AssetBundle"": 1, ""Texture2D"": 1, ""SpriteAtlas"": 1}"
download/ui/uiprefabandres/common.assetbundle,3362431,2dc0bd14c40dd41d300f19f8cda51a2b3ce69482a5e43575fa1106983854c0f6,0,1366,1366,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/common.assetbundle,ok,16580,"{""MonoBehaviour"": 4314, ""GameObject"": 3979, ""RectTransform"": 3833, ""CanvasRenderer"": 3123, ""ParticleSystem"": 284, ""ParticleSystemRenderer"": 284, ""Transform"": 146, ""Animator"": 109, ""Canvas"": 80, ""AnimationClip"": 79, ""CanvasGroup"": 66, ""Material"": 52, ""TextAsset"": 52, ""MonoScript"": 43, ""AnimatorController"": 40, ""Texture2D"": 36, ""MeshRenderer"": 17, ""MeshFilter"": 17, ""MeshCollider"": 16, ""Sprite"": 6, ""Shader"": 2, ""Mesh"": 1, ""AssetBundle"": 1}"
download/ui/uiprefabandres/common_2.assetbundle,3033345,a3dc23ea8db2430aa5b1336ad6b47d7438f2021152e5c4a81375e6fdda47b9af,0,2456,2456,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/common_2.assetbundle,ok,163,"{""Texture2D"": 41, ""Sprite"": 33, ""GameObject"": 15, ""MonoBehaviour"": 15, ""RectTransform"": 13, ""MonoScript"": 9, ""Material"": 7, ""CanvasRenderer"": 7, ""ParticleSystem"": 6, ""ParticleSystemRenderer"": 6, ""TextAsset"": 4, ""Transform"": 2, ""AnimatorController"": 1, ""AnimationClip"": 1, ""AssetBundle"": 1, ""Animator"": 1, ""Shader"": 1}"
download/ui/uiprefabandres/common_3.assetbundle,1124892,e1b6f3695ec68a57ae0a8e474b7605fc8d3b1a18c58792dd838edfef0fd1729a,0,2456,2456,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/common_3.assetbundle,ok,857,"{""GameObject"": 188, ""MonoBehaviour"": 150, ""RectTransform"": 132, ""CanvasRenderer"": 104, ""Transform"": 56, ""Material"": 38, ""ParticleSystem"": 29, ""ParticleSystemRenderer"": 29, ""Texture2D"": 26, ""TextAsset"": 20, ""MonoScript"": 18, ""MeshFilter"": 14, ""MeshRenderer"": 14, ""MeshCollider"": 11, ""Animator"": 6, ""AnimationClip"": 5, ""AnimatorController"": 4, ""Mesh"": 3, ""CanvasGroup"": 3, ""Canvas"": 3, ""Shader"": 2, ""AssetBundle"": 1, ""Sprite"": 1}"
download/ui/uiprefabandres/maininterface.assetbundle,1866286,c3fc8c684c24283aadcd4e5e5f8885bd9960f18bb32e3c72ac27e19084912d61,0,2453,2453,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface.assetbundle,ok,10279,"{""MonoBehaviour"": 2819, ""GameObject"": 2471, ""RectTransform"": 2404, ""CanvasRenderer"": 2026, ""Animator"": 91, ""ParticleSystem"": 89, ""ParticleSystemRenderer"": 89, ""Canvas"": 74, ""Transform"": 67, ""CanvasGroup"": 52, ""MonoScript"": 46, ""Texture2D"": 17, ""Material"": 14, ""Font"": 13, ""Sprite"": 3, ""AssetBundle"": 1, ""VideoPlayer"": 1, ""RenderTexture"": 1, ""Shader"": 1}"
download/ui/uiprefabandres/maininterface_ext_1.assetbundle,131257,4313eeb21be8e98b63dfbd356c26e83d76f7e53df43804788213b1d5d6f4bf19,0,3101,3101,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_1.assetbundle,ok,90,"{""MonoBehaviour"": 28, ""TextAsset"": 28, ""Material"": 17, ""Texture2D"": 14, ""MonoScript"": 2, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_10.assetbundle,58547,6b5fdf650f796ab870c90403ffb10fe06495636bf077ca7d77b36ec8c06745bf,0,3816,3816,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_10.assetbundle,ok,10,"{""MonoBehaviour"": 2, ""TextAsset"": 2, ""MonoScript"": 2, ""Material"": 2, ""AssetBundle"": 1, ""Texture2D"": 1}"
download/ui/uiprefabandres/maininterface_ext_11.assetbundle,182758,ef73f0bbca9ef8bc0e2b288c6b43cb429b0f0cc995baf41192ff083f485f0437,0,3816,3816,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_11.assetbundle,ok,46,"{""RectTransform"": 7, ""Texture2D"": 7, ""GameObject"": 7, ""Material"": 6, ""ParticleSystemRenderer"": 5, ""ParticleSystem"": 5, ""MonoBehaviour"": 2, ""CanvasRenderer"": 2, ""MonoScript"": 1, ""AnimatorController"": 1, ""AssetBundle"": 1, ""Shader"": 1, ""AnimationClip"": 1}"
download/ui/uiprefabandres/maininterface_ext_12.assetbundle,336856,c66111b4a49635ee8676c139f8b32acc1d88e527a3cc74e48e54225ebc6a2dcc,0,3816,3816,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_12.assetbundle,ok,26,"{""GameObject"": 4, ""RectTransform"": 4, ""Texture2D"": 4, ""Material"": 3, ""ParticleSystem"": 3, ""ParticleSystemRenderer"": 3, ""MonoScript"": 1, ""AssetBundle"": 1, ""CanvasRenderer"": 1, ""Shader"": 1, ""MonoBehaviour"": 1}"
download/ui/uiprefabandres/maininterface_ext_13.assetbundle,2829425,1cafe9940796b834fa1c445c083382c3257f0ad2e1d793a9de3693e99144f8a8,0,3816,3816,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_13.assetbundle,ok,15,"{""TextAsset"": 4, ""MonoBehaviour"": 4, ""Texture2D"": 2, ""MonoScript"": 2, ""Material"": 2, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_14.assetbundle,806259,fbfce4294b8d91e81a3191982a936f1f26b2b8aa3f0cbc3c37226b14ea9adad1,0,3816,3816,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_14.assetbundle,ok,19,"{""Texture2D"": 9, ""Sprite"": 9, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_2.assetbundle,145445,33ebf987c361a48d2b924e3f21964870f91b06b2bd47c9925fa300d3b7565be2,0,3101,3101,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_2.assetbundle,ok,27,"{""TextAsset"": 8, ""MonoBehaviour"": 8, ""Texture2D"": 4, ""Material"": 4, ""MonoScript"": 2, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_3.assetbundle,87202,acf45eb1ae8df1aa82a02b066ea79fb33060b7a248278a40a004b6d573f38832,0,3101,3101,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_3.assetbundle,ok,15,"{""TextAsset"": 4, ""MonoBehaviour"": 4, ""Material"": 2, ""MonoScript"": 2, ""Texture2D"": 2, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_4.assetbundle,107503,5d4d22b13a6e02d66de9e7f5d396e5b5cc2658fe4b464ee7d225c7db230c457a,0,3101,3101,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_4.assetbundle,ok,77,"{""AnimationClip"": 18, ""AnimatorController"": 9, ""GameObject"": 9, ""Transform"": 8, ""ParticleSystemRenderer"": 7, ""ParticleSystem"": 7, ""MonoBehaviour"": 4, ""Material"": 4, ""Texture2D"": 3, ""Sprite"": 2, ""MonoScript"": 2, ""RectTransform"": 1, ""AssetBundle"": 1, ""CanvasRenderer"": 1, ""Shader"": 1}"
download/ui/uiprefabandres/maininterface_ext_6.assetbundle,16725,6b2fda37e904ccdf4a4204b31717e5c596bf493cadbe0cbe67e8ef91133b36bd,0,3101,3101,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_6.assetbundle,ok,17,"{""TextAsset"": 4, ""MonoBehaviour"": 4, ""Material"": 3, ""Texture2D"": 2, ""MonoScript"": 2, ""AssetBundle"": 1, ""Sprite"": 1}"
download/ui/uiprefabandres/maininterface_ext_7.assetbundle,70341,5469286f0aae52921db10fd07528fbdd805da61ab260188aad34396747e6b31b,0,3101,3101,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_7.assetbundle,ok,56,"{""GameObject"": 11, ""ParticleSystemRenderer"": 9, ""Transform"": 9, ""ParticleSystem"": 9, ""Material"": 7, ""MonoBehaviour"": 2, ""CanvasRenderer"": 2, ""RectTransform"": 2, ""Shader"": 2, ""MonoScript"": 1, ""AssetBundle"": 1, ""Texture2D"": 1}"
download/ui/uiprefabandres/maininterface_ext_8.assetbundle,428578,7817cde7577e6e2295ecc49c4feab25f01a060279c32702daf19886ff7ba083d,0,3101,3101,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_8.assetbundle,ok,15,"{""MonoBehaviour"": 4, ""TextAsset"": 4, ""Material"": 2, ""Texture2D"": 2, ""MonoScript"": 2, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_9.assetbundle,1913026,681dde6a265813aecb8596d05dc40a9c471d52388a833b29825872d9cd40a7b5,0,3101,3101,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_9.assetbundle,ok,13,"{""MonoScript"": 4, ""TextAsset"": 2, ""Material"": 2, ""MonoBehaviour"": 2, ""AnimationClip"": 1, ""Texture2D"": 1, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_act_10_3.assetbundle,51803,922ec33f439a97f3c930cee846759cec3f8a2fe06a044da6b04b500a02e02fa1,0,1366,1366,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_act_10_3.assetbundle,ok,3,"{""Sprite"": 1, ""AssetBundle"": 1, ""Texture2D"": 1}"
download/ui/uiprefabandres/maininterface_ext_act_10_3_long.assetbundle,262921,27bcbc686c8384bbe0e56eda6487adf04bc0a96e274633b6d4bf7e7fd932e992,0,1367,1367,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_act_10_3_long.assetbundle,ok,5,"{""Texture2D"": 2, ""Sprite"": 2, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_act_180_10_1.assetbundle,115638,0e2b1005d249b9d849e6265478af3bf4faa97f5349ddb374be35b1f6951ccdd2,0,3814,3814,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_act_180_10_1.assetbundle,ok,11,"{""Texture2D"": 5, ""Sprite"": 5, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_act_180_10_1_long.assetbundle,644544,cd9fdffb5c932c31b854a50a186a26e62fd2549b93766e6b231bd92a788f6291,0,3815,3815,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_act_180_10_1_long.assetbundle,ok,11,"{""Texture2D"": 5, ""Sprite"": 5, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_act_180_10_2.assetbundle,176059,2035621346037d650d402c301c5b7183e971b0adc30191a9ff927c900e1a8425,0,3814,3814,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_act_180_10_2.assetbundle,ok,17,"{""Sprite"": 8, ""Texture2D"": 8, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_act_180_10_2_long.assetbundle,1023788,be47d93da6f1e2d7b9a5d377396b23c7458ee5fc10512db2776b840a326938a5,0,3815,3815,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_act_180_10_2_long.assetbundle,ok,17,"{""Texture2D"": 8, ""Sprite"": 8, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_act_180_10_3.assetbundle,324960,c4fb86ade0c6451dabb97843e630209610e5f6fce87f8b1fd44ddcd45c848b7b,0,3814,3814,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_act_180_10_3.assetbundle,ok,31,"{""Sprite"": 15, ""Texture2D"": 15, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_act_180_10_3_long.assetbundle,1936276,67d380cf355f3124e71927ced36fdffd2e4bd80c394f49ec818186982c9ac43a,0,3815,3815,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_act_180_10_3_long.assetbundle,ok,31,"{""Sprite"": 15, ""Texture2D"": 15, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_act_180_10_4.assetbundle,157191,c93b1d6024df60d5d2f603071fca25f7d940cb9f038c26ded6cde369f9157c86,0,3814,3814,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_act_180_10_4.assetbundle,ok,15,"{""Texture2D"": 7, ""Sprite"": 7, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_act_180_10_4_long.assetbundle,909585,56793efe7388f56e7b8b0b3533a963b4858bc22fdf7ebea10f940f53d5873b4e,0,3815,3815,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_act_180_10_4_long.assetbundle,ok,15,"{""Sprite"": 7, ""Texture2D"": 7, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_act_180_210_4.assetbundle,217787,1def9770241a31a6c721bf6cc5c855d2c96b5c291ea77394766f6def390e9cbc,0,1367,1367,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_act_180_210_4.assetbundle,ok,21,"{""Sprite"": 10, ""Texture2D"": 10, ""AssetBundle"": 1}"
